2024-06-14,17,Mariana Costa,cliente17@email.com,11215810268,"Rua das Orquídeas, 701",Hambúrguer Clássico,5,15.0,75.0
2024-06-01,67,Ana Souza,cliente67@email.com,11944333907,"Rua das Flores, 278",Hambúrguer de Frango,5,18.0,90.0
2024-06-03,19,Pedro Lima,cliente19@email.com,11754323107,"Rua das Acácias, 526",Hambúrguer de Frango,5,18.0,90.0
2024-06-09,48,Mariana Costa,cliente48@email.com,11957388898,"Rua das Palmeiras, 693",Hambúrguer Clássico,2,15.0,30.0
2024-06-06,31,Ana Souza,cliente31@email.com,11031490668,"Rua das Hortências, 243",Hambúrguer de Costela,2,25.0,50.0
2024-06-15,43,Julia Santos,cliente43@email.com,11306625242,"Rua das Palmeiras, 329",Hambúrguer Clássico,3,15.0,45.0
2024-06-04,92,Carlos Pereira,cliente92@email.com,11790661460,"Rua das Flores, 361",Hambúrguer de Frango,5,18.0,90.0
2024-06-03,94,João Silva,cliente94@email.com,11930960836,"Rua das Orquídeas, 643",Hambúrguer de Frango,5,18.0,90.0
2024-06-12,21,Pedro Lima,cliente21@email.com,11366514603,"Rua das Hortências, 128",Hambúrguer Clássico,4,15.0,60.0
2024-06-03,53,Maria Oliveira,cliente53@email.com,11416387745,"Rua das Orquídeas, 977",Hambúrguer Vegano,1,20.0,20.0
2024-06-14,8,Pedro Lima,cliente8@email.com,11572493713,"Rua das Palmeiras, 575",Hambúrguer de Frango,3,18.0,54.0
2024-06-06,58,Pedro Lima,cliente58@email.com,11492662621,"Rua das Flores, 187",Hambúrguer Clássico,1,15.0,15.0
2024-06-02,8,Julia Santos,cliente8@email.com,11812765761,"Rua das Hortências, 477",Hambúrguer Vegano,3,20.0,60.0
2024-06-10,61,Patricia Almeida,cliente61@email.com,11463882899,"Rua das Flores, 357",Hambúrguer Vegano,1,20.0,20.0
2024-06-13,26,Roberto Nascimento,cliente26@email.com,11257701329,"Rua das Flores, 62",Hambúrguer de Costela,5,25.0,125.0
2024-06-15,88,João Silva,cliente88@email.com,11740085168,"Rua das Hortências, 691",Hambúrguer Vegano,3,20.0,60.0
2024-06-04,20,Julia Santos,cliente20@email.com,11558116494,"Rua das Palmeiras, 288",Hambúrguer de Costela,5,25.0,125.0
2024-06-09,100,Julia Santos,cliente100@email.com,11967683254,"Rua das Hortências, 362",Hambúrguer Clássico,3,15.0,45.0
2024-06-11,26,Ana Souza,cliente26@email.com,11689767698,"Rua das Hortências, 428",Hambúrguer de Frango,5,18.0,90.0
2024-06-06,12,Ana Souza,cliente12@email.com,11488625344,"Rua das Orquídeas, 719",Hambúrguer de Costela,1,25.0,25.0
2024-06-13,74,Mariana Costa,cliente74@email.com,11500888818,"Rua das Hortências, 173",Hambúrguer de Frango,4,18.0,72.0
2024-06-07,36,Roberto Nascimento,cliente36@email.com,11735180733,"Rua das Hortências, 692",Hambúrguer Clássico,4,15.0,60.0
2024-06-11,91,Carlos Pereira,cliente91@email.com,11973318850,"Rua das Hortências, 48",Hambúrguer Vegano,5,20.0,100.0
2024-06-02,10,Ana Souza,cliente10@email.com,11151931216,"Rua das Flores, 618",Hambúrguer Clássico,5,15.0,75.0
2024-06-04,97,Lucas Fernandes,cliente97@email.com,11273729945,"Rua das Acácias, 218",Hambúrguer de Frango,5,18.0,90.0
2024-06-02,40,João Silva,cliente40@email.com,11389479886,"Rua das Flores, 874",Hambúrguer de Frango,4,18.0,72.0
2024-06-13,48,Pedro Lima,cliente48@email.com,11693440224,"Rua das Flores, 601",Hambúrguer Vegano,1,20.0,20.0
2024-06-03,53,Julia Santos,cliente53@email.com,11754985876,"Rua das Palmeiras, 224",Hambúrguer de Frango,5,18.0,90.0
2024-06-08,61,Ana Souza,cliente61@email.com,11701920760,"Rua das Orquídeas, 175",Hambúrguer Clássico,3,15.0,45.0
2024-06-13,19,Ana Souza,cliente19@email.com,11619712612,"Rua das Orquídeas, 948",Hambúrguer Vegano,3,20.0,60.0
2024-06-14,98,Maria Oliveira,cliente98@email.com,11639972722,"Rua das Flores, 624",Hambúrguer de Frango,3,18.0,54.0
2024-06-13,28,Ana Souza,cliente28@email.com,11007137425,"Rua das Palmeiras, 543",Hambúrguer Clássico,5,15.0,75.0
2024-06-12,55,Pedro Lima,cliente55@email.com,11831699113,"Rua das Orquídeas, 878",Hambúrguer de Frango,4,18.0,72.0
2024-06-12,39,Pedro Lima,cliente39@email.com,11301642869,"Rua das Palmeiras, 735",Hambúrguer de Costela,5,25.0,125.0
2024-06-14,46,Roberto Nascimento,cliente46@email.com,11873577338,"Rua das Orquídeas, 265",Hambúrguer Clássico,2,15.0,30.0
2024-06-11,90,Pedro Lima,cliente90@email.com,11628054614,"Rua das Acácias, 603",Hambúrguer de Costela,1,25.0,25.0
2024-06-02,8,Patricia Almeida,cliente8@email.com,11836794003,"Rua das Palmeiras, 385",Hambúrguer de Costela,2,25.0,50.0
2024-06-05,57,Mariana Costa,cliente57@email.com,11578936006,"Rua das Acácias, 512",Hambúrguer Clássico,2,15.0,30.0
2024-06-14,8,Maria Oliveira,cliente8@email.com,11214534166,"Rua das Palmeiras, 625",Hambúrguer Vegano,2,20.0,40.0
2024-06-01,9,Pedro Lima,cliente9@email.com,11144143945,"Rua das Flores, 411",Hambúrguer Vegano,1,20.0,20.0
2024-06-09,83,Mariana Costa,cliente83@email.com,11947237321,"Rua das Acácias, 42",Hambúrguer de Frango,4,18.0,72.0
2024-06-01,40,Ana Souza,cliente40@email.com,11258319387,"Rua das Flores, 120",Hambúrguer de Frango,1,18.0,18.0
2024-06-11,54,Pedro Lima,cliente54@email.com,11459644506,"Rua das Orquídeas, 768",Hambúrguer de Frango,1,18.0,18.0
2024-06-01,63,Julia Santos,cliente63@email.com,11959300539,"Rua das Orquídeas, 274",Hambúrguer Clássico,1,15.0,15.0
2024-06-01,98,Pedro Lima,cliente98@email.com,11272161084,"Rua das Acácias, 758",Hambúrguer Vegano,1,20.0,20.0
2024-06-09,97,Maria Oliveira,cliente97@email.com,11948354385,"Rua das Acácias, 744",Hambúrguer de Frango,3,18.0,54.0
2024-06-02,26,Mariana Costa,cliente26@email.com,11336303159,"Rua das Flores, 286",Hambúrguer Clássico,3,15.0,45.0
2024-06-05,48,Carlos Pereira,cliente48@email.com,11360754232,"Rua das Hortências, 887",Hambúrguer Clássico,3,15.0,45.0
2024-06-02,10,Roberto Nascimento,cliente10@email.com,11036483351,"Rua das Hortências, 646",Hambúrguer de Frango,5,18.0,90.0
2024-06-13,32,Julia Santos,cliente32@email.com,11857234130,"Rua das Flores, 653",Hambúrguer de Frango,1,18.0,18.0
2024-06-14,75,Roberto Nascimento,cliente75@email.com,11597341078,"Rua das Flores, 185",Hambúrguer de Frango,4,18.0,72.0
2024-06-10,14,Mariana Costa,cliente14@email.com,11156675560,"Rua das Flores, 365",Hambúrguer de Costela,5,25.0,125.0
2024-06-04,83,Mariana Costa,cliente83@email.com,11966427255,"Rua das Acácias, 937",Hambúrguer Clássico,4,15.0,60.0
2024-06-04,44,Pedro Lima,cliente44@email.com,11909794863,"Rua das Orquídeas, 722",Hambúrguer Clássico,1,15.0,15.0
2024-06-11,84,Lucas Fernandes,cliente84@email.com,11003398293,"Rua das Hortências, 161",Hambúrguer de Frango,3,18.0,54.0
2024-06-02,3,Mariana Costa,cliente3@email.com,11826708972,"Rua das Flores, 622",Hambúrguer Clássico,1,15.0,15.0
2024-06-10,96,Patricia Almeida,cliente96@email.com,11202886712,"Rua das Flores, 862",Hambúrguer Vegano,5,20.0,100.0
2024-06-04,11,Patricia Almeida,cliente11@email.com,11587314212,"Rua das Acácias, 877",Hambúrguer de Costela,5,25.0,125.0
2024-06-13,31,João Silva,cliente31@email.com,11164008329,"Rua das Palmeiras, 728",Hambúrguer de Frango,3,18.0,54.0
2024-06-15,33,Pedro Lima,cliente33@email.com,11244391192,"Rua das Acácias, 500",Hambúrguer Clássico,1,15.0,15.0
2024-06-04,70,Maria Oliveira,cliente70@email.com,11961941855,"Rua das Hortências, 712",Hambúrguer de Costela,5,25.0,125.0
2024-06-15,77,Lucas Fernandes,cliente77@email.com,11283663421,"Rua das Palmeiras, 979",Hambúrguer Clássico,3,15.0,45.0
2024-06-07,33,Lucas Fernandes,cliente33@email.com,11660124869,"Rua das Acácias, 903",Hambúrguer de Costela,1,25.0,25.0
2024-06-12,9,Patricia Almeida,cliente9@email.com,11336357194,"Rua das Palmeiras, 378",Hambúrguer Clássico,4,15.0,60.0
2024-06-02,42,Julia Santos,cliente42@email.com,11156316468,"Rua das Flores, 874",Hambúrguer Clássico,3,15.0,45.0
2024-06-04,52,João Silva,cliente52@email.com,11796973552,"Rua das Acácias, 644",Hambúrguer de Frango,2,18.0,36.0
2024-06-09,99,Mariana Costa,cliente99@email.com,11212688126,"Rua das Palmeiras, 147",Hambúrguer Vegano,4,20.0,80.0
2024-06-02,94,Mariana Costa,cliente94@email.com,11293715239,"Rua das Acácias, 402",Hambúrguer Vegano,2,20.0,40.0
2024-06-02,92,Ana Souza,cliente92@email.com,11874102944,"Rua das Hortências, 410",Hambúrguer de Costela,4,25.0,100.0
2024-06-03,78,Maria Oliveira,cliente78@email.com,11902290329,"Rua das Flores, 335",Hambúrguer Vegano,4,20.0,80.0
2024-06-04,58,Roberto Nascimento,cliente58@email.com,11072292732,"Rua das Palmeiras, 102",Hambúrguer de Frango,4,18.0,72.0
2024-06-05,97,Julia Santos,cliente97@email.com,11924917451,"Rua das Hortências, 456",Hambúrguer de Frango,3,18.0,54.0
2024-06-02,39,Lucas Fernandes,cliente39@email.com,11063211674,"Rua das Flores, 932",Hambúrguer Vegano,3,20.0,60.0
2024-06-12,37,Julia Santos,cliente37@email.com,11891161850,"Rua das Hortências, 263",Hambúrguer de Costela,4,25.0,100.0
2024-06-14,68,Lucas Fernandes,cliente68@email.com,11088638054,"Rua das Hortências, 39",Hambúrguer Clássico,4,15.0,60.0
2024-06-04,23,Roberto Nascimento,cliente23@email.com,11747913228,"Rua das Palmeiras, 505",Hambúrguer Vegano,5,20.0,100.0
2024-06-14,76,Maria Oliveira,cliente76@email.com,11681836916,"Rua das Flores, 388",Hambúrguer Vegano,4,20.0,80.0
2024-06-12,65,Lucas Fernandes,cliente65@email.com,11466660521,"Rua das Flores, 572",Hambúrguer Vegano,1,20.0,20.0
2024-06-07,59,Carlos Pereira,cliente59@email.com,11662766053,"Rua das Orquídeas, 211",Hambúrguer de Costela,5,25.0,125.0
2024-06-06,53,Roberto Nascimento,cliente53@email.com,11451792554,"Rua das Hortências, 918",Hambúrguer Vegano,1,20.0,20.0
2024-06-03,63,Lucas Fernandes,cliente63@email.com,11028472292,"Rua das Palmeiras, 150",Hambúrguer Vegano,3,20.0,60.0
2024-06-02,28,Roberto Nascimento,cliente28@email.com,11361361954,"Rua das Acácias, 877",Hambúrguer Vegano,4,20.0,80.0
2024-06-05,67,Lucas Fernandes,cliente67@email.com,11560785097,"Rua das Orquídeas, 416",Hambúrguer de Costela,5,25.0,125.0
2024-06-13,19,Patricia Almeida,cliente19@email.com,11203552569,"Rua das Palmeiras, 837",Hambúrguer Vegano,1,20.0,20.0
2024-06-02,55,Julia Santos,cliente55@email.com,11560893446,"Rua das Acácias, 531",Hambúrguer de Frango,4,18.0,72.0
2024-06-01,8,Lucas Fernandes,cliente8@email.com,11755384555,"Rua das Orquídeas, 981",Hambúrguer Clássico,1,15.0,15.0
2024-06-11,70,Mariana Costa,cliente70@email.com,11009312609,"Rua das Orquídeas, 274",Hambúrguer de Costela,1,25.0,25.0
2024-06-05,73,Maria Oliveira,cliente73@email.com,11066877251,"Rua das Hortências, 643",Hambúrguer Vegano,4,20.0,80.0
2024-06-13,35,João Silva,cliente35@email.com,11364259466,"Rua das Palmeiras, 565",Hambúrguer Clássico,1,15.0,15.0
2024-06-03,93,Roberto Nascimento,cliente93@email.com,11670707982,"Rua das Hortências, 593",Hambúrguer de Costela,2,25.0,50.0
2024-06-05,38,Carlos Pereira,cliente38@email.com,11432133261,"Rua das Orquídeas, 890",Hambúrguer de Costela,1,25.0,25.0
2024-06-02,75,Carlos Pereira,cliente75@email.com,11842004969,"Rua das Palmeiras, 30",Hambúrguer Clássico,1,15.0,15.0
2024-06-04,92,Maria Oliveira,cliente92@email.com,11638988513,"Rua das Palmeiras, 322",Hambúrguer Clássico,5,15.0,75.0
2024-06-02,1,Lucas Fernandes,cliente1@email.com,11553835507,"Rua das Acácias, 212",Hambúrguer Clássico,4,15.0,60.0
2024-06-09,47,Roberto Nascimento,cliente47@email.com,11311228274,"Rua das Flores, 591",Hambúrguer de Frango,1,18.0,18.0
2024-06-04,2,Julia Santos,cliente2@email.com,11096093541,"Rua das Palmeiras, 305",Hambúrguer de Costela,1,25.0,25.0
2024-06-01,35,João Silva,cliente35@email.com,11332362321,"Rua das Flores, 936",Hambúrguer Vegano,3,20.0,60.0
2024-06-13,80,Mariana Costa,cliente80@email.com,11017635639,"Rua das Orquídeas, 462",Hambúrguer de Costela,4,25.0,100.0
2024-06-09,53,Ana Souza,cliente53@email.com,11114343008,"Rua das Flores, 554",Hambúrguer Vegano,4,20.0,80.0
2024-06-05,2,Carlos Pereira,cliente2@email.com,11974973893,"Rua das Flores, 880",Hambúrguer de Costela,2,25.0,50.0
2024-06-09,2,João Silva,cliente2@email.com,11462434138,"Rua das Flores, 421",Hambúrguer de Frango,1,18.0,18.0
2024-06-04,99,Ana Souza,cliente99@email.com,11066437594,"Rua das Acácias, 242",Hambúrguer Clássico,4,15.0,60.0
2024-06-15,72,Ana Souza,cliente72@email.com,11722656968,"Rua das Palmeiras, 797",Hambúrguer Vegano,4,20.0,80.0
2024-06-12,95,Patricia Almeida,cliente95@email.com,11041941143,"Rua das Orquídeas, 531",Hambúrguer de Costela,1,25.0,25.0
2024-06-13,73,Julia Santos,cliente73@email.com,11639343047,"Rua das Hortências, 971",Hambúrguer de Frango,4,18.0,72.0
2024-06-12,54,João Silva,cliente54@email.com,11107209151,"Rua das Palmeiras, 758",Hambúrguer de Costela,2,25.0,50.0
2024-06-03,58,Roberto Nascimento,cliente58@email.com,11484941369,"Rua das Palmeiras, 47",Hambúrguer Clássico,1,15.0,15.0
2024-06-10,32,Patricia Almeida,cliente32@email.com,11665675902,"Rua das Palmeiras, 325",Hambúrguer de Costela,4,25.0,100.0
2024-06-06,3,Lucas Fernandes,cliente3@email.com,11423752171,"Rua das Acácias, 235",Hambúrguer de Frango,2,18.0,36.0
2024-06-14,88,Lucas Fernandes,cliente88@email.com,11497068707,"Rua das Orquídeas, 578",Hambúrguer Vegano,1,20.0,20.0
2024-06-09,97,João Silva,cliente97@email.com,11164698948,"Rua das Hortências, 638",Hambúrguer de Costela,4,25.0,100.0
2024-06-07,90,Patricia Almeida,cliente90@email.com,11982050700,"Rua das Flores, 409",Hambúrguer Vegano,1,20.0,20.0
2024-06-01,30,Maria Oliveira,cliente30@email.com,11857615236,"Rua das Hortências, 671",Hambúrguer Clássico,1,15.0,15.0
2024-06-10,65,Lucas Fernandes,cliente65@email.com,11082890478,"Rua das Palmeiras, 345",Hambúrguer de Frango,4,18.0,72.0
2024-06-12,64,Pedro Lima,cliente64@email.com,11686778784,"Rua das Acácias, 629",Hambúrguer de Costela,1,25.0,25.0
2024-06-13,58,Lucas Fernandes,cliente58@email.com,11755285580,"Rua das Acácias, 368",Hambúrguer Vegano,2,20.0,40.0
2024-06-02,80,Carlos Pereira,cliente80@email.com,11605278583,"Rua das Orquídeas, 874",Hambúrguer de Frango,5,18.0,90.0
2024-06-08,72,Lucas Fernandes,cliente72@email.com,11726474540,"Rua das Acácias, 889",Hambúrguer de Costela,5,25.0,125.0
2024-06-14,93,João Silva,cliente93@email.com,11402602640,"Rua das Orquídeas, 272",Hambúrguer de Frango,3,18.0,54.0
2024-06-15,45,Lucas Fernandes,cliente45@email.com,11165999054,"Rua das Orquídeas, 245",Hambúrguer de Costela,3,25.0,75.0
2024-06-14,41,Mariana Costa,cliente41@email.com,11169184518,"Rua das Palmeiras, 504",Hambúrguer de Costela,1,25.0,25.0
2024-06-02,55,Ana Souza,cliente55@email.com,11691189082,"Rua das Hortências, 762",Hambúrguer Clássico,4,15.0,60.0
2024-06-03,42,Pedro Lima,cliente42@email.com,11362745266,"Rua das Acácias, 355",Hambúrguer de Frango,5,18.0,90.0
2024-06-04,31,Pedro Lima,cliente31@email.com,11544295940,"Rua das Hortências, 543",Hambúrguer de Costela,4,25.0,100.0
2024-06-14,49,Lucas Fernandes,cliente49@email.com,11304436072,"Rua das Orquídeas, 677",Hambúrguer Vegano,3,20.0,60.0
2024-06-10,50,Julia Santos,cliente50@email.com,11758904378,"Rua das Flores, 513",Hambúrguer Vegano,4,20.0,80.0
2024-06-10,15,Patricia Almeida,cliente15@email.com,11613700469,"Rua das Acácias, 814",Hambúrguer Vegano,3,20.0,60.0
2024-06-13,25,Carlos Pereira,cliente25@email.com,11164473704,"Rua das Palmeiras, 348",Hambúrguer Vegano,2,20.0,40.0
2024-06-09,77,Carlos Pereira,cliente77@email.com,11535260874,"Rua das Palmeiras, 863",Hambúrguer Vegano,5,20.0,100.0
2024-06-10,31,Lucas Fernandes,cliente31@email.com,11120366094,"Rua das Flores, 673",Hambúrguer de Frango,3,18.0,54.0
2024-06-13,28,Roberto Nascimento,cliente28@email.com,11283709265,"Rua das Palmeiras, 586",Hambúrguer de Frango,5,18.0,90.0
2024-06-01,67,Pedro Lima,cliente67@email.com,11371105058,"Rua das Orquídeas, 833",Hambúrguer de Frango,1,18.0,18.0
2024-06-10,84,Julia Santos,cliente84@email.com,11832178624,"Rua das Acácias, 17",Hambúrguer de Costela,1,25.0,25.0
2024-06-01,82,Roberto Nascimento,cliente82@email.com,11135172981,"Rua das Palmeiras, 615",Hambúrguer de Costela,1,25.0,25.0
2024-06-03,47,Pedro Lima,cliente47@email.com,11799082434,"Rua das Acácias, 782",Hambúrguer Vegano,5,20.0,100.0
2024-06-15,92,Lucas Fernandes,cliente92@email.com,11333799363,"Rua das Flores, 914",Hambúrguer Clássico,2,15.0,30.0
2024-06-09,78,Ana Souza,cliente78@email.com,11189559937,"Rua das Palmeiras, 188",Hambúrguer de Frango,3,18.0,54.0
2024-06-08,6,Lucas Fernandes,cliente6@email.com,11219211716,"Rua das Acácias, 949",Hambúrguer de Frango,5,18.0,90.0
2024-06-08,70,Carlos Pereira,cliente70@email.com,11109304820,"Rua das Orquídeas, 404",Hambúrguer de Costela,5,25.0,125.0
2024-06-02,54,Mariana Costa,cliente54@email.com,11809414623,"Rua das Acácias, 658",Hambúrguer Vegano,4,20.0,80.0
2024-06-14,58,Patricia Almeida,cliente58@email.com,11398671021,"Rua das Hortências, 206",Hambúrguer de Frango,2,18.0,36.0
2024-06-09,78,Mariana Costa,cliente78@email.com,11172789189,"Rua das Flores, 702",Hambúrguer de Costela,4,25.0,100.0
2024-06-11,68,Ana Souza,cliente68@email.com,11369850000,"Rua das Hortências, 868",Hambúrguer de Frango,1,18.0,18.0
2024-06-11,51,Mariana Costa,cliente51@email.com,11402152548,"Rua das Palmeiras, 19",Hambúrguer Vegano,3,20.0,60.0
2024-06-09,65,Ana Souza,cliente65@email.com,11539930366,"Rua das Hortências, 76",Hambúrguer Clássico,1,15.0,15.0
2024-06-11,20,Roberto Nascimento,cliente20@email.com,11657389732,"Rua das Flores, 14",Hambúrguer de Frango,2,18.0,36.0
2024-06-12,13,Lucas Fernandes,cliente13@email.com,11307260436,"Rua das Palmeiras, 805",Hambúrguer Vegano,4,20.0,80.0
2024-06-11,100,Mariana Costa,cliente100@email.com,11689272220,"Rua das Orquídeas, 996",Hambúrguer de Frango,2,18.0,36.0
2024-06-02,93,Carlos Pereira,cliente93@email.com,11739345775,"Rua das Orquídeas, 689",Hambúrguer Vegano,3,20.0,60.0
2024-06-03,26,Pedro Lima,cliente26@email.com,11025810402,"Rua das Orquídeas, 590",Hambúrguer de Costela,5,25.0,125.0
2024-06-03,12,João Silva,cliente12@email.com,11171842088,"Rua das Hortências, 456",Hambúrguer Vegano,2,20.0,40.0
2024-06-07,100,Roberto Nascimento,cliente100@email.com,11992168533,"Rua das Palmeiras, 900",Hambúrguer Clássico,4,15.0,60.0
2024-06-02,33,Carlos Pereira,cliente33@email.com,11045481257,"Rua das Orquídeas, 806",Hambúrguer de Costela,5,25.0,125.0
2024-06-07,39,Roberto Nascimento,cliente39@email.com,11918711742,"Rua das Flores, 281",Hambúrguer de Frango,2,18.0,36.0
2024-06-09,4,Pedro Lima,cliente4@email.com,11222344909,"Rua das Orquídeas, 304",Hambúrguer de Costela,3,25.0,75.0
2024-06-10,74,Roberto Nascimento,cliente74@email.com,11400929913,"Rua das Acácias, 54",Hambúrguer de Frango,5,18.0,90.0
2024-06-14,69,Pedro Lima,cliente69@email.com,11458266664,"Rua das Hortências, 786",Hambúrguer Clássico,2,15.0,30.0
2024-06-03,2,Maria Oliveira,cliente2@email.com,11700302120,"Rua das Flores, 958",Hambúrguer de Frango,1,18.0,18.0
2024-06-02,61,Maria Oliveira,cliente61@email.com,11688882550,"Rua das Flores, 658",Hambúrguer Vegano,5,20.0,100.0
2024-06-08,23,Pedro Lima,cliente23@email.com,11103524437,"Rua das Orquídeas, 692",Hambúrguer de Frango,5,18.0,90.0
2024-06-11,60,Maria Oliveira,cliente60@email.com,11538041650,"Rua das Orquídeas, 400",Hambúrguer Clássico,2,15.0,30.0
2024-06-11,63,Maria Oliveira,cliente63@email.com,11559975350,"Rua das Flores, 621",Hambúrguer Clássico,2,15.0,30.0
2024-06-02,16,Ana Souza,cliente16@email.com,11921164670,"Rua das Palmeiras, 488",Hambúrguer de Costela,4,25.0,100.0
2024-06-10,41,João Silva,cliente41@email.com,11391825809,"Rua das Hortências, 894",Hambúrguer de Frango,5,18.0,90.0
2024-06-07,53,Maria Oliveira,cliente53@email.com,11563595426,"Rua das Acácias, 242",Hambúrguer de Frango,4,18.0,72.0
2024-06-15,6,Lucas Fernandes,cliente6@email.com,11521203045,"Rua das Flores, 845",Hambúrguer de Frango,1,18.0,18.0
2024-06-06,69,Pedro Lima,cliente69@email.com,11040382630,"Rua das Orquídeas, 430",Hambúrguer de Frango,4,18.0,72.0
2024-06-06,98,Lucas Fernandes,cliente98@email.com,11899973384,"Rua das Flores, 686",Hambúrguer Clássico,4,15.0,60.0
2024-06-01,38,Mariana Costa,cliente38@email.com,11304588137,"Rua das Flores, 811",Hambúrguer Vegano,1,20.0,20.0
2024-06-09,27,Lucas Fernandes,cliente27@email.com,11130210159,"Rua das Palmeiras, 347",Hambúrguer de Frango,1,18.0,18.0
2024-06-03,6,Maria Oliveira,cliente6@email.com,11714094815,"Rua das Acácias, 773",Hambúrguer de Frango,1,18.0,18.0
2024-06-04,20,Roberto Nascimento,cliente20@email.com,11058210682,"Rua das Hortências, 195",Hambúrguer Clássico,3,15.0,45.0
2024-06-05,49,Julia Santos,cliente49@email.com,11232911837,"Rua das Flores, 767",Hambúrguer Clássico,5,15.0,75.0
2024-06-14,53,Mariana Costa,cliente53@email.com,11046616146,"Rua das Orquídeas, 421",Hambúrguer de Frango,5,18.0,90.0
2024-06-09,33,Roberto Nascimento,cliente33@email.com,11270800723,"Rua das Acácias, 234",Hambúrguer Vegano,1,20.0,20.0
2024-06-14,20,Julia Santos,cliente20@email.com,11113966471,"Rua das Flores, 400",Hambúrguer de Costela,5,25.0,125.0
2024-06-05,3,Lucas Fernandes,cliente3@email.com,11020903795,"Rua das Palmeiras, 108",Hambúrguer de Costela,4,25.0,100.0
2024-06-10,96,Roberto Nascimento,cliente96@email.com,11922755975,"Rua das Hortências, 521",Hambúrguer de Costela,3,25.0,75.0
2024-06-11,56,Mariana Costa,cliente56@email.com,11929033875,"Rua das Palmeiras, 763",Hambúrguer Vegano,3,20.0,60.0
